Id,Title,Body,Tags
588,Count the frequency of specific nodes in an XML document,"<p>This may have been covered before, but after much googling, I can't seem to find any examples.  Essentially I'm trying to get a frequency count of the number of time a book is taken out on loan.  My XML tree is given below, along with the XSL and resulting output.</p>

<pre><code>    &lt;?xml-stylesheet type=""text/xsl"" href=""LoanStyler.xsl""?&gt;
&lt;loans&gt;
  &lt;loan id=""0001""&gt;
    &lt;summary&gt;
      &lt;user&gt;AAA&lt;/user&gt;
      &lt;dateOut&gt;2011-01-01&lt;/dateOut&gt;
      &lt;dateDue&gt;2011-01-14&lt;/dateDue&gt;
    &lt;/summary&gt;
    &lt;details&gt;
      &lt;books&gt;
        &lt;name&gt;Book7&lt;/name&gt;
        &lt;name&gt;Book4&lt;/name&gt;
      &lt;/books&gt;
    &lt;/details&gt;
  &lt;/loan&gt;
  &lt;loan id=""0002""&gt;
    &lt;summary&gt;
      &lt;user&gt;BBB&lt;/user&gt;
      &lt;dateOut&gt;2011-01-10&lt;/dateOut&gt;
      &lt;dateDue&gt;2011-01-24&lt;/dateDue&gt;
    &lt;/summary&gt;
    &lt;details&gt;
      &lt;books&gt;
        &lt;name&gt;Book1&lt;/name&gt;
        &lt;name&gt;Book2&lt;/name&gt;
        &lt;name&gt;Book4&lt;/name&gt;
        &lt;name&gt;Book6&lt;/name&gt;
      &lt;/books&gt;
    &lt;/details&gt;
  &lt;/loan&gt;
  &lt;loan id=""0003""&gt;
    &lt;summary&gt;
      &lt;user&gt;CCC&lt;/user&gt;
      &lt;dateOut&gt;2011-01-14&lt;/dateOut&gt;
      &lt;dateDue&gt;2011-01-28&lt;/dateDue&gt;
    &lt;/summary&gt;
    &lt;details&gt;
      &lt;books&gt;
        &lt;name&gt;Book1&lt;/name&gt;
        &lt;name&gt;Book3&lt;/name&gt;
        &lt;name&gt;Book4&lt;/name&gt;
        &lt;name&gt;Book7&lt;/name&gt;
        &lt;name&gt;Book8&lt;/name&gt;
      &lt;/books&gt;
    &lt;/details&gt;
  &lt;/loan&gt;
  &lt;loan id=""0004""&gt;
    &lt;summary&gt;
      &lt;user&gt;DDD&lt;/user&gt;
      &lt;dateOut&gt;2011-02-01&lt;/dateOut&gt;
      &lt;dateDue&gt;2011-02-14&lt;/dateDue&gt;
    &lt;/summary&gt;
    &lt;details&gt;
      &lt;books&gt;
        &lt;name&gt;Book1&lt;/name&gt;
        &lt;name&gt;Book2&lt;/name&gt;
        &lt;name&gt;Book4&lt;/name&gt;
      &lt;/books&gt;
    &lt;/details&gt;
  &lt;/loan&gt;
&lt;/loans&gt;

    &lt;?xml version=""1.0"" encoding=""ISO-8859-1""?&gt;

&lt;xsl:stylesheet version=""1.0"" xmlns:xsl=""http://www.w3.org/1999/XSL/Transform""&gt;

&lt;xsl:key 
    name=""books-by-name"" 
    match=""//loans/loan/details/books"" 
    use=""name"" 
  /&gt;


&lt;xsl:template match=""/""&gt;
  &lt;html&gt;
  &lt;body&gt;
    &lt;h1&gt;Loan Records Log&lt;/h1&gt;
    &lt;table Border=""1""&gt;
        &lt;tr&gt;
            &lt;th&gt;Loan ID&lt;/th&gt;
            &lt;th&gt;User&lt;/th&gt;
            &lt;th&gt;Date Out&lt;/th&gt;
            &lt;th&gt;Date Due&lt;/th&gt;
        &lt;/tr&gt;
        &lt;xsl:for-each select=""//loans/loan""&gt;
            &lt;tr&gt;
                &lt;td&gt;&lt;xsl:value-of select=""@id""/&gt;&lt;/td&gt;
                &lt;td&gt;&lt;xsl:value-of select=""summary/user""/&gt;&lt;/td&gt;
                &lt;td&gt;&lt;xsl:value-of select=""summary/dateOut""/&gt;&lt;/td&gt;
                &lt;td&gt;&lt;xsl:value-of select=""summary/dateDue""/&gt;&lt;/td&gt;
            &lt;/tr&gt;
        &lt;/xsl:for-each&gt;
    &lt;/table&gt;

    &lt;table Border=""1""&gt;
        &lt;tr&gt;
            &lt;th&gt;Book name&lt;/th&gt;
            &lt;th&gt;Count&lt;/th&gt;
        &lt;/tr&gt;

        &lt;xsl:for-each select=""books[count(. | key('books-by-name', name)[1]) = 1]""&gt;
            &lt;tr&gt;
                &lt;td&gt;&lt;xsl:value-of select=""name"" /&gt;&lt;/td&gt;
                &lt;td&gt;&lt;xsl:value-of select=""count(key('books-by-name', name))"" /&gt;&lt;/td&gt;
            &lt;/tr&gt;
        &lt;/xsl:for-each&gt;
    &lt;/table&gt;
  &lt;/body&gt;
  &lt;/html&gt;
&lt;/xsl:template&gt;

&lt;/xsl:stylesheet&gt;

Loan Records Log
Loan ID User    Date Out    Date Due
0001    AAA 2011-01-01  2011-01-14
0002    BBB 2011-01-10  2011-01-24
0003    CCC 2011-01-14  2011-01-28
0004    DDD 2011-02-01  2011-02-14
Book name   Count
</code></pre>

<p>As you can see the attempt at Muenchian Grouping doesn't seem to be working.  Could someone please explain what I'm doing wrong, as the only examples I can find don't appear to have helped.</p>
",xml xslt xpath
589,Java Hibernate: Different property set function behavior depending on who is calling it,"<p>Let's say I define a set of get and set functions for a given property in a class that gets handled by Hibernate. The set function is a public one which may be called by Hibernate's mechanisms as well as normal flow of code.</p>

<p>If the set function is called by Hibernate, it should just set the field's value. If the set is called by another source, it should also update additional fields accordingly.</p>

<p>Is there a way in code to differentiate between the two situations? Or, is there a better practice for handling this situation?</p>
",hibernate
590,log4net creates new log every minute,"<p><code>log4net</code> in my project creates new log file every minute. I would like to have just one file per instance of my application, but every instance that runs should create new log file. </p>

<p>This is from my <code>app.config</code> file:</p>

<pre class=""lang-xml prettyprint-override""><code>&lt;appender name=""file"" type=""log4net.Appender.RollingFileAppender""&gt;
  &lt;file value=""C:\\Logs\\log2_""/&gt;
  &lt;rollingStyle value=""Date""/&gt;
  &lt;datePattern value=""MMdd_HHmmss.\tx\t""/&gt;
  &lt;staticLogFileName value=""false""/&gt;
  &lt;appendToFile value=""true""/&gt;
  &lt;maximumFileSize value=""500MB""/&gt;
  &lt;layout type=""log4net.Layout.PatternLayout""&gt;
    &lt;conversionPattern value=""%date %-5level %message%newline""/&gt;
  &lt;/layout&gt;
&lt;/appender&gt;
</code></pre>

<p>What is the error here?</p>
",c# log4net
591,jQuery(.Mobile) not firing properly in Android browser,"<p>jQuery code:</p>

<pre><code>$.ajaxSetup({ cache: false });
$('#stid_status_msg').hide();
$('.SpeedTestId').blur(function(e) {
    e.preventDefault();
    var stid = $('.SpeedTestId').val();
    var postString = 'stid=' + stid;
/*  $.ajax({
        cache: false,
        url:""inc/check_stid.inc.php"", 
        type:'POST',
        data:postString,
        success:function(msg) {
            $('#stid_status_msg').html(msg);
            $('#stid_status_msg').show();
        },
        error:function(error) {
            $('#stid_status_msg').html('&lt;font color=""red""&gt;Error submitting results!' + error + '&lt;/font&gt;');
            $('#stid_status_msg').show();
        }
    });*/
    $.get(""inc/check_stid.inc.php"", { stid: stid }, function(msg) {
            $('#stid_status_msg').html(msg);
            $('#stid_status_msg').show();
    });
});
</code></pre>

<p>The commented out <code>$.ajax()</code> method is what I was trying originally, but quickly discovered <code>$.get()</code> was a better method for what I was trying to do. But regardless of which method I use the code works fine in desktop browsers (FF,IE,Chrome), but does not complete successfully in the Android browser.</p>

<p>When I use <code>$.ajax()</code>, and I test in the Android browser it first hangs for several seconds, and then the error callback fires and I get:</p>

<p>Error submitting results! [object][object]</p>

<p>I should also note that when I enable the java console in the Android browser, it does not indicate any errors with the JS.</p>

<p>So it occurs to me that the script is not able to find/load <code>inc/check_stid.inc.php</code> for some reason. But why only in the Android browser?</p>

<p>Obviously I'm a jQuery newbie, and I appreciate any insight you folks can provide.</p>

<p><strong>Edit</strong></p>

<p>I installed FF on my android and the code works fine there as well. Whatever I am encountering is specific to the android browser. Very strange!</p>
",jquery ajax jquery-mobile
592,Shopify API failure: Response code = 401. Response message = Unauthorized,"<p>I'm getting this error message in a Shopify App I've been developing:</p>

<p>Response code = 401.  Response message = Unauthorized.</p>

<p>The app has been working fine for months, and then suddenly I get this error when I try to run the app locally or on Heroku.  It seems this error happens wherever I reference the ShopifyAPI in the app.  </p>

<p>I'm stuck and not sure where to go next.  Has anyone else had this problem?  </p>
",ruby-on-rails ruby-on-rails-3 shopify
593,Get Mac unique identifier number (ex.: serial number) in 64-bits,"<p>how can i retrieve in Cocoa, Mac unique identifier, for ex.: serial number in 64-bit mode ?</p>

<p>I've followed couple articles but they were intended for 32-bit mode.</p>

<p>Thanks</p>
",osx cocoa carbon
594,Dual colour in one label in flex 3,"<p>I was just wondering if you can get two colours in a label so i can have some of the text white and some red. I have been looking online and have not found anything. However, I though here would be a more appropriate place to ask. If not i will just use two labels. But any input is appreciated.
Regards
Mark</p>
",flex3 flexbuilder
595,Jquery syntax when calling methods,"<p>This code:</p>

<pre><code>&lt;script type=""text/javascript""&gt;

someMethod1();



$(function () {
    someMethod2();
});

&lt;/script&gt;
</code></pre>

<p>What is the difference between these two callings? When do we do the first call, and when do we do the second call? What is the order of the method execution?</p>
",javascript jquery
596,What is the (most?) secure way to handle database connections in a web application?,"<p>I have a web application written in Perl using PostgreSQL. </p>

<p>When accessing the PostgreSQL database I need to supply both username and password. In order to have the password available for unattended start-ups of the system I need have that password embedded in my application or in a configuration file or as an environment variable configured in Apache.</p>

<p>In either case I have to have the password in clear text format somewhere.</p>

<p>How is it done in real web sites?</p>
",security postgresql
597,How to migrate a .NET Windows Service application to Linux using mono?,"<p>What would be the best approach to migrate a .NET Windows Service to Linux using mono? I've been trying to avoid executing the application as a scheduled command. </p>

<p>Is it possible to obtain a service/system daemon(in linux) like behavior?</p>
",c# .net linux .net-2.0 mono
598,How make two inputs appear as one output?,"<p>I have these two inputs </p>

<pre><code>// @property (strong, nonatomic) IBOutlet UILabel *userOutput;
@property (strong, nonatomic) IBOutlet UITextField *userInput;
@property (strong, nonatomic) IBOutlet UITextField *userSecondInput;
</code></pre>

<p>I'd like the sender to combine both inputs to appear on the output as a single line</p>

<pre><code>- (IBAction)setOutput:(id)sender {
    self.userOutput.text=self.userInput.text;
}
</code></pre>
",objective-c
599,RTT values on Wireshark and Hammer Call Analyser,"<p>I have the <strong>RTT(round trip time)</strong> values from the Wireshark which has been calculated in RTCP packets.</p>

<p>Now RTT values has also been calculated on Hammer Call Analyzer tool by Emprix. But the values when averaged for Wireshark completely differs from what has been displayed by Hammer Call Analyser while HCA uses the same libpcap library as used by Wireshark. I want to know if anybody have idea how HCA do that or how i can validate both the values?</p>
",wireshark rtt hammer
600,Joining three tables in MSSQL,"<p>I have three tables in MSSQL for a game which are structured as follows: </p>

<p>CHARS
This is the look up table it has:</p>

<ul>
<li>strAccount which is linked to the primary key of NGSCUSER it is the
account username</li>
<li>strChar01 which is the first character slot</li>
<li>strChar02 which is the second character slot</li>
<li>strChar03 which is the third character slot</li>
</ul>

<p>these have the primary key of the gameuser table inside they are character names</p>

<p>NGSCUSER</p>

<ul>
<li>strUserID account username</li>
<li>strPasswd account password</li>
</ul>

<p>GAMEUSER</p>

<ul>
<li>strUserId this is the character name</li>
<li>sRank whether the character is a game master</li>
</ul>

<p>What I need to be able to do in is compare the login details against the PHP variables $username and $password in the query and most importantly check their associated character and find out whether it has a sRank of 1 </p>

<p>I assume I need a three table join of some kind but I don't know how to go about it any examples or help would be much appreciated </p>

<p>This is the query I've tried to build so far but it errors on the third line with incorrect syntax near 'CHARS':</p>

<pre><code>SELECT NGSCUSER.strUserID, NGSCUSER.strPasswd, GAMEUSER.sRank 

FROM 'CHARS'

INNER JOIN NGSCUSER ON NGSCUSER.strUserId = CHARS.strAccount
INNER JOIN GAMEUSER ON GAMEUSER.strUserId = CHARS.strChar01
INNER JOIN GAMEUSER ON GAMEUSER.strUserId = CHARS.strChar02
INNER JOIN GAMEUSER ON GAMEUSER.strUserId = CHARS.strChar03


WHERE NGSCUSER.strUserId='$username' and NGSCUSER.strPasswd='$password' and GAMEUSER.sRank = '1'
</code></pre>
",php sql-server join
601,Image not showing up in Django template,"<p>I set up my settings.py file with this at the top to grab the absolute path for my templates and media:</p>

<pre><code>import os.path
import django

DJANGO_ROOT = os.path.dirname(os.path.realpath(django.__file__))
SITE_ROOT = lambda x: os.path.join(os.path.abspath(os.path.dirname(__file__)), x)


DATABASES = {
    'default': {
        'ENGINE': 'django.db.backends.sqlite3',

MEDIA_ROOT = SITE_ROOT('media'),
MEDIA_URL = '/media/'

TEMPLATE_DIRS = (
    SITE_ROOT('templates'),
)
</code></pre>

<p>and my model look like this:</p>

<pre><code>class Work(models.Model):
    sample = models.ImageField(upload_to='screenshots/%Y/%m/%d/')
    name = models.CharField(max_length=200)
    url = models.URLField(blank=True)
</code></pre>

<p>After syncing and creating the templates, I used the variable</p>

<pre><code>{{ work.sample }}
</code></pre>

<p>to call the image that was uploaded using ImageField. After running the server the image did not show up. The output was simply</p>

<pre><code>&lt;img src=""screenshots/2012/08/09/1.png""&gt;
</code></pre>

<p>The absolute path is not showing up in the  tag so the image is not being called properly. Other information is showing up just fine. Can anyone help me rectify this problem? I am sure this is a easy fix, I just can't figure it out. I am running this locally by the way. Hope this was enough information to go off on. Thanks.</p>
",python django image django-templates
602,Facebook Like button information copied,"<p>When you click a Like button it seems to copy the page title, some meta words, one image, and the first quote it finds between <code>&amp;quot;</code> marks to your Facebook page.  Does Facebook define somewhere exactly what is copied?</p>

<p>Also the copied information seems to be cached somewhere because if I change it on the website and unlike/relike the page, the old information still gets transferred again to Facebook.  Is there a way to clear this cache so new data is copied?</p>

<p>Thanks for your help,</p>

<p>Steve</p>
",facebook-like
603,setTimeout() - what's going on in IE6?,"<p>IE6 has got me again!  I can write</p>

<pre><code>slideSuccess.show();
</code></pre>

<p>and all will be fine.  When I replace that very line with</p>

<pre><code>setTimeout(function() { slideSuccess.show(); }, 1000);
</code></pre>

<p>then, after 1 sec, my slide shows up garbled.</p>

<p>(slideSuccess is a jQuery object if that matters.)</p>

<p>Does anyone have any ideas what is going on here?</p>

<p>Thanks.</p>
",internet-explorer-6
604,Good C++ Debugging/IDE Environment for Linux?,"<p>I have a friend who is trying to make the switch to Linux, but is hung up on the apparent lack of debugging/IDE environments for C++, especially as they relate to template programming. He has been using visual studio for years and is maybe a little spoiled by their awesome IDE. Does anyone have any good suggestions for an environment where he can, under Linux, develop and debug with all of the usual things (Breakpoints, line highlighting for compilation errors, step in/over/out/etc, etc) that he's accustomed to? Thanks!</p>
",c++ linux ide templates
605,Connection string to Oracle 10g DB using VB.net,"<p>Hey all i am VERY new to a Oracle DB and i am trying to connect to it via VB.net 2010. I have been trying the following:</p>

<pre><code>Dim myConnection As OleDbConnection
Dim myCommand As OleDbCommand
Dim dr As OleDbDataReader

    myConnection = New OleDbConnection(""Provider=MSDAORA.1;UserID=xxxx;password=xxxx; database=xxxx"")
    'MSDORA is the provider when working with Oracle
    Try
        myConnection.Open()
        'opening the connection
        myCommand = New OleDbCommand(""Select * from emp"", myConnection)
        'executing the command and assigning it to connection
        dr = myCommand.ExecuteReader()
        While dr.Read()
            'reading from the datareader
            MessageBox.Show(""EmpNo"" &amp; dr(0))
            MessageBox.Show(""EName"" &amp; dr(1))
            MessageBox.Show(""Job"" &amp; dr(2))
            MessageBox.Show(""Mgr"" &amp; dr(3))
            MessageBox.Show(""HireDate"" &amp; dr(4))
            'displaying data from the table
        End While
        dr.Close()
        myConnection.Close()
    Catch ee As Exception
    End Try
</code></pre>

<p>And i get the error on the Catch ee As Exception line: <strong>ORA-12560: TNS:protocol adapter error</strong></p>

<p>I also have a tnsnames.ora file on my computer but i am unsure if i need to use that when connecting (or really, how too in the first place)? Is it needed for the code above?</p>

<p>I am trying to use a DNS-Less connection to the DB. Not sure if that is what it is doing in this or not?</p>

<p>Any help would be great!!! :o)</p>

<p>David</p>
",vb.net oracle visual-studio-2010 connection-string ora-12560
